subj_id,cognitive_selfesteem_overall,credibility_overall,favorite_ai_system_overall,intention_use_overall,perceived_anthropomorphism_overall,perceived_intelligence_overall,perceived_role_of_ai_overall,perception_tool_actor_overall,usefulness_overall,apple_use,attitudes,attitudes_toward_ai_decisions,attitudes_toward_disclosure,attitudes_usage,delegation_comfort,general_experience_ai,subjective_knowledge,predicted_knowledge,objective_knowledge,objective_knowledge-item_1,objective_knowledge-item_2,objective_knowledge-item_3,objective_knowledge-item_4,objective_knowledge-item_5,objective_knowledge-item_6,objective_knowledge-item_7,objective_knowledge-item_8,objective_knowledge-item_9,objective_knowledge-item_10,objective_knowledge-item_11,objective_knowledge-item_12,objective_knowledge-item_13,objective_knowledge-item_14,objective_knowledge-item_15,objective_knowledge-item_16,objective_knowledge-item_17,objective_knowledge-item_18,objective_knowledge_confidence,loneliness,preferred_level_of_delegation,reason_for_not_using_ai_lack_knowledge,reason_for_not_using_ai_privacy_concerns,reason_for_not_using_ai_no_use_case,reason_for_not_using_ai_cost_barrier,reason_for_not_using_ai_reliability_concerns,reason_for_not_using_ai_prefer_traditional,reason_for_not_using_ai_waiting_maturity,reason_for_not_using_ai_no_resources,reason_for_not_using_ai_ethical_concerns,reason_for_not_using_ai_no_time,reason_for_not_using_ai_dislike_ai,reason_for_not_using_ai_other,reason_for_not_using_ai_other_other_text,strong_reason_for_not_using_ai_strong_reason_lack_knowledge,strong_reason_for_not_using_ai_strong_reason_privacy_concerns,strong_reason_for_not_using_ai_strong_reason_no_use_case,strong_reason_for_not_using_ai_strong_reason_cost_barrier,strong_reason_for_not_using_ai_strong_reason_reliability_concerns,strong_reason_for_not_using_ai_strong_reason_prefer_traditional,strong_reason_for_not_using_ai_strong_reason_waiting_maturity,strong_reason_for_not_using_ai_strong_reason_no_resources,strong_reason_for_not_using_ai_strong_reason_ethical_concerns,strong_reason_for_not_using_ai_strong_reason_no_time,strong_reason_for_not_using_ai_strong_reason_dislike_ai,strong_reason_for_not_using_ai_strong_reason_other,strong_reason_for_not_using_ai_strong_reason_other_other_text,risk_opportunity_score,user,open_to_use,context_of_use_user,context_of_use_no_user,cognitive_selfesteem_thinking,cognitive_selfesteem_thinking-item_1,cognitive_selfesteem_thinking-item_2,cognitive_selfesteem_thinking-item_3,cognitive_selfesteem_thinking-item_4,cognitive_selfesteem_thinking-item_5,cognitive_selfesteem_thinking-item_6,cognitive_selfesteem_memory,cognitive_selfesteem_memory-item_1,cognitive_selfesteem_memory-item_2,cognitive_selfesteem_memory-item_3,cognitive_selfesteem_memory-item_4,cognitive_selfesteem_transactive_memory,cognitive_selfesteem_transactive_memory-item_1,cognitive_selfesteem_transactive_memory-item_2,cognitive_selfesteem_transactive_memory-item_3,cognitive_selfesteem_transactive_memory-item_4,closeness_favorite_ai,creepiness_favorite_ai_user,credibility_favorite_ai-item_1,credibility_favorite_ai-item_2,credibility_favorite_ai-item_3,credibility_favorite_ai-item_4,credibility_favorite_ai-item_5,enjoyment_favorite_ai_user,enjoyment_favorite_ai_user-item_1,enjoyment_favorite_ai_user-item_2,enjoyment_favorite_ai_user-item_3,choice_favorite_ai_no_user_other_text,modality_favorite_ai,perceived_intelligence_favorite_ai-item_1,perceived_intelligence_favorite_ai-item_2,perceived_intelligence_favorite_ai-item_3,perceived_intelligence_favorite_ai-item_4,perceived_intelligence_favorite_ai-item_5,perceived_reliance_on_ai_user,perceived_role_of_ai_favorite_ai_other_text,perceived_role_of_ai_no_user_other_text,self_efficacy_without_ai_creativity,self_efficacy_without_ai_problem_solving,self_efficacy_with_ai_creativity,self_efficacy_with_ai_problem_solving,social_presence_sense_favorite_ai,social_presence_sense_favorite_ai-item_1,social_presence_sense_favorite_ai-item_2,social_presence_sense_favorite_ai-item_3,social_presence_sense_favorite_ai-item_4,social_presence_sense_favorite_ai-item_5,task_types_general_writing,task_types_general_content_creation,task_types_general_creative_idea,task_types_general_info_search,task_types_general_advice,task_types_general_learning,task_types_general_analysis,task_types_general_automation,task_types_general_other,task_types_general_other_other_text,task_types_favorite_ai_writing,task_types_favorite_ai_content_creation,task_types_favorite_ai_creative_idea,task_types_favorite_ai_info_search,task_types_favorite_ai_advice,task_types_favorite_ai_learning,task_types_favorite_ai_analysis,task_types_favorite_ai_automation,task_types_favorite_ai_other,task_types_favorite_ai_other_other_text,trust_favorite_ai,trust_favorite_ai-item_1,trust_favorite_ai-item_2,trust_favorite_ai-item_3,trust_favorite_ai-item_4,trust_favorite_ai-item_5,trust_favorite_ai-item_6,trust_favorite_ai-item_7,trust_favorite_ai-item_8,trust_competence,trust_dependability,general_ai_usage_frequency,favorite_ai_usage_frequency,bigfive_extraversion,bigfive_agreeableness,bigfive_conscientiousness,bigfive_neuroticism,bigfive_openness,age,gender,education,income,need_satisfaction_morality,need_satisfaction_competence,need_satisfaction_autonomy,need_satisfaction_relatedness,perceived_task_characteristics_email,perceived_task_characteristics_formal_letter,perceived_task_characteristics_job_application,perceived_task_characteristics_meeting_summary,perceived_task_characteristics_condolence_card,perceived_task_characteristics_social_media_post,perceived_task_characteristics_personal_letter,perceived_task_characteristics_birthday_invitation
subj0232,5.357142857142857,NA,NA,NA,NA,NA,NA,NA,NA,No,2.75,3.1,4.7,NA,4.0,2.0,3,40,11,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2,2,1,2.1666666666666665,1.0,NA,0,1,0,0,1,0,1,0,1,0,1,0,NA,1,0,1,1,1,1,1,1,0,1,1,1,NA,2.5,0,1,NA,Personal context,5.166666666666667,6,5,5,5,6,4,5.25,5,6,5,5,5.75,6,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,4.0,2.75,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,5.0,5.0,1.75,5.0,33,Male,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$100,000-$149,999",2.75,3.0,3.3333333333333335,3.0,NA,NA,NA,NA,NA,NA,NA,NA
subj0233,4.714285714285714,3.6,Alexa,5.0,1.6,3.6,NA,More like a tool,78.0,Yes,2.6666666666666665,1.4,4.8,3.75,3.4285714285714284,3.0,3,50,12,1,1,1,2,2,1,2,1,2,1,2,2,1,1,1,2,1,1,2.888888888888889,1.3333333333333333,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.375,1,1,Personal context,NA,5.0,6,3,5,6,6,4,3.25,4,3,3,3,5.75,6,6,5,6,no_overlap,1.0,5.0,3.0,3.0,3.0,4.0,6.0,5.0,6.0,7.0,NA,mostly via voice,3.0,4.0,4.0,3.0,4.0,1.4,NA,NA,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,1,1,0,0,1,Music,0,0,0,1,1,1,0,0,0,NA,2.375,4.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,7.0,7.0,4.5,3.5,4.0,3.25,4.75,46,Female,Bachelor’s degree,"$150,000 or more",2.25,3.6666666666666665,2.6666666666666665,1.3333333333333333,0.375,0.5,0.375,0.375,-0.125,-0.25,0.125,0.5
subj0234,4.5,4.0,Google AI incl. Google Gemini (formerly Bard),5.0,2.6,4.0,NA,More like a tool,77.0,No,3.8333333333333335,3.4,3.0,4.0,4.714285714285714,3.0,3,50,13,1,1,1,2,1,2,2,2,1,1,2,1,2,1,2,2,1,1,3.6666666666666665,2.0,2.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,1,1,Personal context,NA,5.833333333333333,6,6,6,6,6,5,1.25,2,1,1,1,5.75,6,6,5,6,no_overlap,2.4,4.0,4.0,4.0,4.0,4.0,4.666666666666667,6.0,5.0,3.0,NA,mostly via text,4.0,4.0,4.0,4.0,4.0,3.4,NA,NA,4.0,3.0,4.0,3.0,3.8,4.0,5.0,3.0,3.0,4.0,0,0,0,1,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,NA,3.875,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.333333333333333,4.0,5.0,5.0,2.25,4.5,3.75,4.75,4.25,42,Male,Bachelor’s degree,"$75,000-$99,999",2.5,2.6666666666666665,3.6666666666666665,2.3333333333333335,0.625,0.5,0.75,0.375,0.5,-0.5,0.625,0.125
subj0235,2.5714285714285716,3.4,ChatGPT,4.333333333333333,1.0,3.6,NA,More like a tool,75.0,No,3.75,1.7,5.0,3.5,4.714285714285714,3.0,2,50,10,1,2,1,2,1,1,1,2,1,1,2,1,2,2,1,2,1,1,2.5,3.0,2.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,1,Personal context,NA,2.0,2,2,2,2,2,2,2.0,2,2,2,2,4.0,4,5,5,2,no_overlap,1.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,NA,mostly via text,4.0,4.0,4.0,3.0,3.0,2.6,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,1,1,0,1,0,NA,1,0,0,1,0,1,0,0,0,NA,3.125,3.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,3.6666666666666665,2.3333333333333335,5.0,5.0,2.25,3.0,1.5,4.0,2.25,26,Male,Bachelor’s degree,"Less than $25,000",1.0,4.0,1.6666666666666667,1.0,-0.375,-0.5,0.0,-0.75,-0.25,0.125,0.0,0.125
subj0236,6.142857142857143,4.2,Alexa,5.0,1.4,3.2,NA,More like a tool,90.0,Yes,1.5,1.4,6.2,2.75,3.0,4.0,2,30,12,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,5.5,3.0,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1,1,Personal context,NA,5.666666666666667,6,6,5,6,6,5,7.0,7,7,7,7,6.0,6,6,5,7,slight_overlap,1.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,NA,mostly via voice,3.0,2.0,3.0,4.0,4.0,1.0,NA,NA,5.0,4.5,5.0,4.5,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,1,0,1,0,NA,0,0,0,1,0,1,0,1,0,NA,3.125,4.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,3.0,3.6666666666666665,7.0,7.0,2.75,3.5,4.5,4.25,4.5,25,Female,"Some college, but no degree","$50,000-$74,999",3.5,3.3333333333333335,4.333333333333333,1.0,0.25,0.5,-0.25,-0.125,0.0,-0.125,0.0,0.0
subj0237,3.642857142857143,4.2,ChatGPT,5.0,2.4,4.0,NA,More like a tool,100.0,Yes,3.0,3.6,4.0,3.5,2.7142857142857144,3.0,4,68,9,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2.2222222222222223,1.0,2.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1,1,Personal context,NA,3.1666666666666665,2,4,2,2,5,4,4.25,6,4,4,3,3.75,5,2,5,3,moderate_overlap,1.0,4.0,5.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,NA,mostly via text,4.0,4.0,4.0,4.0,4.0,1.2,NA,NA,3.0,3.75,3.25,3.25,3.6,3.0,2.0,6.0,4.0,3.0,1,1,1,0,0,0,1,0,0,NA,1,0,1,0,1,0,0,0,0,NA,3.5,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.3333333333333335,3.6666666666666665,5.0,5.0,3.5,3.75,4.0,3.0,2.5,36,Female,"Some college, but no degree","$25,000-$49,999",2.0,2.6666666666666665,3.3333333333333335,3.0,0.125,0.375,0.625,0.625,0.0,0.625,0.25,-0.375
subj0238,3.0714285714285716,2.8,ChatGPT,3.6666666666666665,2.8,3.8,Colleague,More like a social actor,80.0,Yes,3.1666666666666665,2.6,5.8,4.0,4.142857142857143,3.0,3,19,9,1,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,1,2,2.4444444444444446,2.6666666666666665,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.375,1,1,Personal context,NA,2.1666666666666665,3,1,1,1,4,3,1.25,1,1,2,1,6.25,6,6,6,7,slight_overlap,3.9,3.0,2.0,3.0,3.0,3.0,5.333333333333333,5.0,5.0,6.0,NA,mostly via text,4.0,4.0,4.0,3.0,4.0,2.6,NA,NA,3.0,3.75,2.75,3.0,4.6,5.0,5.0,5.0,4.0,4.0,0,0,0,1,1,1,0,0,0,NA,0,0,1,0,1,1,0,0,0,NA,3.25,3.0,4.0,2.0,3.0,5.0,2.0,4.0,3.0,3.3333333333333335,2.6666666666666665,5.0,5.0,1.5,3.0,2.75,5.0,3.5,30,Female,High school diploma or GED,"$25,000-$49,999",2.75,3.6666666666666665,4.666666666666667,2.0,0.375,0.25,0.75,0.5,-0.125,0.25,0.125,0.125
subj0239,5.5,NA,NA,NA,NA,NA,NA,NA,NA,No,3.9166666666666665,4.6,1.8,NA,4.142857142857143,1.0,3,50,11,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,4.222222222222222,1.6666666666666667,NA,1,1,1,0,0,0,1,1,1,1,0,1,I am concern about my privacy when using AI,0,0,1,1,0,1,0,1,0,1,1,0,NA,3.75,0,1,NA,Professional context,5.833333333333333,5,4,6,7,6,7,6.25,7,6,6,6,4.25,5,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,4.25,4.25,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3.75,4.0,1.75,4.0,30,Female,Bachelor’s degree,"$75,000-$99,999",3.75,4.333333333333333,4.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA
subj0240,6.714285714285714,3.2,Meta AI,4.0,3.2,3.6,NA,More like a tool,83.0,Yes,1.8333333333333333,1.5,6.5,2.75,3.2857142857142856,4.0,4,70,13,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,4.166666666666667,2.0,3.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,1,1,Personal context,NA,6.833333333333333,7,7,7,7,7,6,6.75,7,7,6,7,6.5,6,7,7,6,no_overlap,2.7,4.0,3.0,4.0,1.0,4.0,4.666666666666667,5.0,4.0,5.0,NA,mostly via text,4.0,3.0,3.0,4.0,4.0,3.6,NA,NA,5.0,4.75,5.0,4.5,6.4,7.0,6.0,7.0,5.0,7.0,0,0,1,1,1,1,0,0,0,NA,0,0,0,1,1,1,0,0,0,NA,3.375,4.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,3.6666666666666665,2.6666666666666665,5.0,5.0,2.25,4.25,4.25,3.5,3.75,20,Male,High school diploma or GED,"$100,000-$149,999",3.5,3.0,3.3333333333333335,2.0,0.25,0.375,0.25,0.25,0.625,-0.125,0.125,0.25
subj0241,4.571428571428571,4.8,ChatGPT,5.0,4.2,4.8,NA,More like a tool,92.0,Yes,3.75,2.8,3.1,5.0,4.142857142857143,4.0,3,77,14,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,4.222222222222222,3.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.125,1,1,Personal context,NA,4.833333333333333,4,4,4,6,4,7,3.0,3,3,3,3,5.75,6,6,6,5,very_strong_overlap,4.0,5.0,4.0,5.0,5.0,5.0,5.666666666666667,6.0,6.0,5.0,NA,mostly via text,5.0,4.0,5.0,5.0,5.0,3.8,NA,NA,3.0,3.75,4.25,5.0,4.6,5.0,5.0,5.0,4.0,4.0,1,1,1,0,1,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,NA,4.375,5.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,4.666666666666667,4.666666666666667,5.0,5.0,2.75,2.75,2.75,4.75,3.5,34,Female,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","Less than $25,000",4.0,4.666666666666667,4.0,2.6666666666666665,0.875,0.875,0.875,0.875,0.375,0.5,-0.25,-0.375
subj0242,5.857142857142857,4.2,ChatGPT,5.0,4.4,5.0,NA,More like a tool,94.0,Yes,4.0,2.9,3.9,5.0,3.4285714285714284,4.0,4,70,13,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2.6666666666666665,2.0,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,1,1,Professional context,NA,5.833333333333333,6,5,6,6,6,6,6.0,6,6,6,6,5.75,6,6,5,6,moderate_overlap,2.1,5.0,4.0,4.0,4.0,4.0,6.333333333333333,6.0,6.0,7.0,NA,mostly via text,5.0,5.0,5.0,5.0,5.0,3.0,NA,NA,4.0,4.0,4.0,4.25,4.2,4.0,4.0,5.0,4.0,4.0,1,1,1,1,1,1,0,0,0,NA,1,1,1,1,1,1,0,0,0,NA,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,3.25,4.0,3.25,2.25,3.25,41,Male,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more",4.0,4.333333333333333,3.6666666666666665,3.6666666666666665,0.875,0.875,0.375,0.0,0.5,0.625,0.25,0.375
subj0243,4.857142857142857,2.4,ChatGPT,4.0,1.4,2.6,NA,More like a tool,30.0,No,1.5,1.3,7.0,1.25,2.4285714285714284,3.0,3,60,15,1,1,1,2,2,2,1,2,1,1,2,1,1,1,2,1,2,2,4.944444444444445,2.0,3.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,1,1,Personal context,NA,4.5,4,4,4,5,5,5,4.5,4,4,5,5,5.75,6,6,6,5,no_overlap,1.6,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,NA,mostly via text,3.0,3.0,2.0,2.0,3.0,1.4,NA,NA,3.5,4.25,3.5,4.25,1.2,1.0,1.0,2.0,1.0,1.0,1,0,0,1,0,1,0,0,0,NA,1,0,0,1,0,1,0,0,0,NA,1.875,2.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,2.3333333333333335,1.0,3.0,3.0,1.75,3.25,4.25,4.25,2.5,30,Female,Bachelor’s degree,"$25,000-$49,999",1.0,4.0,3.3333333333333335,1.0,0.0,0.375,0.375,0.0,0.25,0.375,0.25,0.25
subj0244,4.857142857142857,4.0,Google AI incl. Google Gemini (formerly Bard),4.0,2.4,3.8,NA,More like a tool,80.0,No,4.0,2.0,3.1,4.0,4.0,3.0,3,70,11,1,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,4.611111111111111,2.3333333333333335,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.375,1,1,Personal context,NA,5.166666666666667,5,5,5,5,6,5,3.5,3,5,3,3,5.75,6,6,5,6,slight_overlap,1.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,NA,mix of voice and text,4.0,4.0,4.0,3.0,4.0,1.8,NA,NA,2.0,3.75,3.0,4.0,3.4,3.0,5.0,3.0,3.0,3.0,1,0,0,1,0,1,0,1,0,NA,0,0,0,1,0,1,0,1,0,NA,3.25,4.0,3.0,4.0,4.0,5.0,2.0,1.0,3.0,3.6666666666666665,3.6666666666666665,5.0,5.0,1.25,3.5,3.25,3.0,3.0,36,Male,Bachelor’s degree,"$75,000-$99,999",3.5,4.333333333333333,4.666666666666667,2.0,0.625,0.5,0.875,0.5,0.0,-0.25,-0.25,-0.25
subj0245,6.214285714285714,4.6,Alexa,5.0,2.6,5.0,NA,More like a tool,100.0,Yes,4.583333333333333,2.1,1.8,4.75,5.0,4.0,4,81,14,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,3.7777777777777777,1.0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.875,1,1,Personal context,NA,6.5,7,4,7,7,7,7,5.0,5,5,5,5,7.0,7,7,7,7,moderate_overlap,1.0,5.0,5.0,5.0,3.0,5.0,7.0,7.0,7.0,7.0,NA,mostly via voice,5.0,5.0,5.0,5.0,5.0,2.0,NA,NA,3.5,5.0,5.0,5.0,3.0,1.0,2.0,6.0,2.0,4.0,1,0,0,1,1,1,0,1,0,NA,0,0,0,1,1,1,0,1,0,NA,4.5,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.666666666666667,5.0,7.0,4.5,5.0,4.25,1.0,4.25,40,Female,High school diploma or GED,"$50,000-$74,999",4.25,5.0,4.333333333333333,2.3333333333333335,0.25,0.25,0.25,0.25,0.5,0.25,0.75,0.75
subj0246,6.857142857142857,4.0,ChatGPT,5.0,1.2,4.2,NA,More like a tool,95.0,Yes,4.916666666666667,2.9,3.4,5.0,4.714285714285714,3.0,3,70,15,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2.888888888888889,1.6666666666666667,2.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1,1,Personal context,NA,6.833333333333333,7,6,7,7,7,7,6.75,7,7,6,7,7.0,7,7,7,7,no_overlap,1.6,4.0,4.0,4.0,5.0,3.0,6.0,6.0,5.0,7.0,NA,mostly via text,5.0,5.0,3.0,3.0,5.0,3.0,NA,NA,5.0,5.0,5.0,5.0,1.4,1.0,3.0,1.0,1.0,1.0,0,1,1,1,0,1,0,0,0,NA,0,1,0,0,0,0,0,0,0,NA,4.125,5.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,4.0,2.0,3.0,4.5,5.0,5.0,2.5,5.0,56,Female,Associates or technical degree,"$150,000 or more",3.5,5.0,5.0,1.0,0.25,0.375,-0.375,-0.25,-0.25,0.0,0.25,-0.375
subj0247,5.357142857142857,3.2,ChatGPT,3.3333333333333335,2.2,3.0,NA,More like a tool,63.0,Yes,3.5,2.9,4.0,4.0,4.857142857142857,3.0,2,40,9,1,2,1,2,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1.6666666666666667,1.0,2.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.625,1,1,Personal context,NA,5.833333333333333,6,5,6,6,6,6,4.0,5,5,3,3,6.0,6,6,6,6,slight_overlap,1.8,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,NA,mostly via text,3.0,3.0,2.0,3.0,4.0,2.2,NA,NA,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,1,0,0,0,0,0,NA,1,0,1,1,0,0,0,0,0,NA,3.25,4.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,2.3333333333333335,3.0,3.0,2.5,4.75,4.25,2.5,4.75,42,Female,Bachelor’s degree,"$50,000-$74,999",3.0,4.0,4.0,2.6666666666666665,-0.125,0.125,0.0,0.0,0.0,0.5,-0.25,0.75
subj0248,5.214285714285714,4.2,ChatGPT,5.0,2.2,4.6,NA,More like a tool,98.0,Yes,4.166666666666667,2.8,2.7,4.25,4.285714285714286,3.0,2,30,11,1,1,2,2,2,2,1,1,2,1,2,1,1,1,1,2,2,1,2.9444444444444446,1.0,2.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.125,1,1,Personal context,NA,4.5,5,3,3,5,5,6,4.5,4,5,3,6,7.0,7,7,7,7,no_overlap,1.0,4.0,4.0,4.0,5.0,4.0,6.666666666666667,6.0,7.0,7.0,NA,mostly via text,4.0,5.0,5.0,4.0,5.0,2.2,NA,NA,4.0,4.5,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1,0,0,1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,NA,3.625,4.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,4.0,3.6666666666666665,3.0,2.0,2.5,4.75,4.75,3.25,4.25,33,Female,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more",3.0,3.6666666666666665,3.6666666666666665,3.3333333333333335,0.25,1.0,1.0,1.0,0.75,0.25,0.25,0.5
subj0249,5.928571428571429,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2.4166666666666665,2.1,6.2,NA,3.142857142857143,2.0,3,31,12,1,2,1,2,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1.3333333333333333,2.0,NA,0,1,1,0,1,0,0,0,1,0,1,0,NA,1,0,0,0,0,0,1,0,0,0,0,0,NA,2.75,0,1,NA,Personal context,5.833333333333333,6,5,6,6,6,6,6.0,6,6,6,6,6.0,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,4.0,3.25,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,3.75,4.5,1.5,3.75,53,Female,Bachelor’s degree,"$50,000-$74,999",2.0,2.0,2.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA
